modelName,ExcludedBy
27224947,
272249482,0;1;5;12
272260637,
272282416,0;1
272286293,
272286330,0;1
272288389,
27229603,0;1;5;12
272307580,0;1;5;12
272311353,0;1
272311917,
272312742,0;1
272314907,
272316045,
272316784,0;1;2;3;4;8;9;20
272323423,0;1
272324297,
272340145,0;8;10
272345648,
272358105,
272363063,
272364267,
27236604,
272373209,0;1;5;12
272379004,0;1;2;3;4;6;7;8;9;13;14;19
272388415,
272391283,
272393584,0;1;5
272399468,0;1
272404475,
272414475,0;1;18
272418681,0;1
272419400,0;1;5;12
272424483,0;1
272425907,
272427228,
272427955,0;1
272429110,0;1
272429527,0;22
272432434,0;1
272436152,0;1;5;22
272436552,0;1;12
272437144,
272441928,
272441993,
272442188,
272443102,0;1;2;4;5;7;9;11;12;18
272443661,
272443693,
272447825,
272449167,0;1
272453864,
272455634,
272456811,
272456935,0;16
272459785,0;1;2;5;8;12
272460115,
272472689,
272481940,
27248748,0;1;8
272493948,0;1;5;12
272496818,0;1;5;12
272498085,
272517274,0;1
27252096,
272525102,
272527328,
272527426,
272528946,
272532729,0;1;5
272537576,0;1;4;5
272537827,0;1
272542726,
272543703,0;1;5;12
272545897,
272547114,
272553177,
272555360,
272558518,0;1;2;5;8;12
272560803,
272560867,0;1;2;3;4;6;9;22
272578504,0;1;5
272590119,
27259506,0;1
272598129,
272599454,0;1;7
272601781,
272609660,0;1
272616541,0;1;12
272618910,
272626287,0;1;2;3;4;5;8;9;10;14
272626907,
272627059,
272633947,0;1
272636412,
272643566,
272652503,
272654993,0;1
272660306,
272664293,0;1;3;8
272681748,
272684656,0;1;2
27268516,
27268590,0;1;5
27268784,
272692070,
272692802,
272692955,0;1
272694695,
272694888,
272713199,
272722424,0;1
27272528,
272727191,
272727481,
272732127,
272732234,
272738315,
272741315,
27274292,0;3
272749979,
272758995,0;1
272760982,0;1;5;12
272764918,0;1;2
272766118,0;1;4;5
272774671,0;1;2;3;4;6;7;8;9;11;13;14;19
272781382,
272782473,
272783734,0;1;2;3;4;5;6;7;8;9;11;13;14
27278532,
272789216,0;1;2;3;4;6;7;8;9;13;14;18
272789348,
272789934,0;1;5;12
272795231,0;3;8;10
272797716,0;1
272802168,0;1
272802209,
272816808,
272822145,0;1;5
272822776,
272823360,0;1
272826711,
272834327,
272834999,
272838166,
272838705,
272846262,
272847811,
272853885,
272853931,
272857038,0;1
272860416,
272861053,
272874789,
272876007,0;1
27287675,
272878869,
272889941,0;22
272900439,
272905133,
272920319,0;1;5;12
272922950,
272927050,0;1
272927554,0;3;8
272943103,
272947289,0;1
272947394,0;1;2;5;8;12
272948195,
272950553,
272954091,0;20
272959993,
272960828,0;1;5;12
272961213,
272977400,
272982936,
272991285,0;1
272997818,0;1;2;5;18
273009418,
273014050,
273018960,0;1;5;12
273019479,0;1;18
273024165,0;1
273027490,0;1;5;10;12
273030516,
273031643,
273033108,
273037751,
273038018,0;1;8;10
273045226,0;1;5
27305895,
273059655,
273061207,0;8;10;11;13;14;19
273067786,
273068826,
273073717,0;1;5;12
273079092,
273084801,0;1
273086181,
273087889,
273088912,
273103659,
273111579,
27311266,0;1;5;8;12
27311416,
27312036,0;5;16;18
273128571,
273128856,0;1
273129788,0;1
273129834,0;1;2;3;4;5;6;7;8;9;11;13;14;16
273132790,
273140371,
273140511,0;1;4;5
273162745,
273164864,
273173115,
273180626,
273180889,0;1
273182368,0;1;5;12
273183680,
273184916,
273186780,
273193693,
273194855,0;1;5;12
273197809,
273206265,0;1;5
27320762,0;1
273217146,
27321764,
273217781,
273218694,0;1
27322007,0;1;5;12
273220356,0;1
273229623,0;1
273235574,2;4;6;18
273244086,0;1;20
273251058,
273251905,
27325285,
273256954,
273266904,
273269041,
27326952,
273280087,
273281933,0;1;5
273289840,
273294908,0;1;3;5;8;10;14
273296744,0;1;5;7;17
273297350,
273297510,0;3
273299828,
27330458,
273313706,
273317329,
27331892,0;1
273320465,
27332324,0;1
273325439,
273326909,
273333546,0;1;5;10;12
273335063,
273343849,0;1;5;12
273345722,
273354681,0;1
273355914,0;1;5
273359926,
273365821,0;1;2;3;5;8;10;12
27337367,
273376816,
273390402,
273395634,0;21
273399262,
273400433,
273401128,
273404649,0;1;2;5;8;12
273405912,
273407395,
273410793,0;1;5;12
27341399,0;1;5
273418470,0;1;5;12
273420391,
273426105,
273429986,
273432780,0;22
273433851,0;1
273435188,0;1;2;3;4;5;6;7;8;9;14
273442369,0;1;5;12
273443781,
273456741,0;1;5
273460911,
273463500,
273475083,
273475633,
273475769,
273484398,
273495339,
273500458,0;16
273506767,0;1;5;12
273507783,0;1;2;3;4;6;7;8;9;13;14;19
273509987,
273520092,
273520862,
27352136,0;1
273522465,0;1;5;12
273524401,
27352908,
273535369,
273540412,
273540514,
273547624,
273556358,
27356447,
273565675,
273581151,0;1
273582900,
273583635,0;1
273583642,
273590621,
273598280,0;1
273609766,
273614573,
273616477,
273618507,
273624787,
273642538,
273645704,
273649906,
273651272,0;1;5;12
273661601,
273668823,0;21
273676500,0;1;2;3;4;5;6;7;8;9;10;14
273679309,0;1;3;4;6;8;9;11;13;14;18;19;22
273680241,
273689826,
273708664,
273723566,0;1;5;12
273723998,
27372659,0;1;2;3;5;8;12
273727427,
273732840,
273740619,
273743113,0;1
27374436,
273747448,0;1
273747793,
273748791,0;1;5;12
273752379,0;1;17;18
273754407,0;1
273754462,0;1
273757258,
273760903,0;1;5;12
273763306,0;1;4
273771419,0;1;5;12
273771667,
273772440,
273773723,
273774745,
273790079,0;1
273790636,
273793524,
273794318,0;1
273794681,
273795688,0;3;8
27379759,
273805208,0;1;3;4;5;8;9;10;12;14
273805388,0;1;5;12
273828626,0;1;3;8;10
273837006,
273839791,
273840613,
273843075,
273845001,
27384629,
273853380,0;1;4
273854218,
273854300,0;1;5;12
273862381,
273866471,0;1;3;8
273871772,
273883352,
273885681,
273897122,
273899463,
273900048,
273900534,0;1;4;5
273905787,0;1
273906314,
273910538,
273916476,0;1;2;3;4;6;7;8;9;13;14;19
273919082,0;1
273919199,0;11;16;18
273920401,0;1
273922148,
273927665,0;18;19
273929011,0;1;3;5;8;10
273936743,0;1
273941585,
273941635,0;1;2;3;4;5;6;8;9;10;14;18;19
273950265,
273957426,0;1
273969878,
273972565,
273972970,
273974494,
273975520,
273987464,0;1;3;4;8;9;10;14
273994766,
273997870,
274000724,
274003612,
274007921,
274009971,
274011205,
274013549,0;1;5
27401605,
274029951,0;1
274031854,
274032967,
274048882,
274049703,0;1;20
274051553,
274057251,0;1;5;12
274062846,
274064904,
274066427,
274067670,
274068832,
274069461,
274070732,
274074878,
274077644,
274080409,
274083123,0;22
274092425,
274092690,0;1;3;4;5;7;8;10;17
274103688,
274105279,
274106080,
274113012,
27411423,
274115569,0;1
274119134,
274119766,
274125263,
27412763,
274134921,
274135013,
274136872,0;1
27414410,
274144117,
27414510,
274154871,
274156919,
274168496,
274172623,
274184760,0;1;12
27418877,0;1
274189767,0;1;3;4
274191525,
274194131,0;16;18
274199074,
274201041,0;1
274203670,
274205346,
27420651,0;1
274209763,
274216479,
274218817,0;1
274221730,
274231949,
274239489,
274245285,0;1
274255707,0;1;5
274262763,0;18
274267474,
274269744,22
274272114,0;1;3
274275835,0;1;3;5;8;10;12
274283991,0;1;5;12
274284056,
274287721,
274303078,
274306222,0;3;8;10
274310550,
274312588,
274319294,
274320808,0;1;5;12
274322376,0;1
274325588,
274331781,
27433276,
27433612,0;1;4
274336954,
274338017,
274339507,
274341705,0;1;5
274342754,
274342994,
274355130,0;1
274358891,0;2;3;4
274359164,0;1;11;16;18
274360650,
274361716,
274361920,
274365668,
274378839,0;1;2;3;4;5;8;9;10;11;13;14
274380158,
274380378,0;8;9;10;11;14;18
274383164,
274384509,0;1;5;12
274386151,
274397034,
274398623,
274398628,
274406935,0;1
274408039,
274409042,0;1;2;5
274409421,
274410811,0;1;2;4;5;7;11;12;16;18
274411987,
27441226,0;1;5
274418617,0;1;5;12
274430654,0;1
274435160,0;1;3
274444360,
274448836,
274451103,
274455774,
27447190,
274475328,
274475936,
274482275,0;1
274488496,
274489183,0;1;2;5;8;12
274493613,
274493732,
274495946,0;1;3
274496151,
274496918,
27449834,
27450150,
274501540,
274505782,0;1;5;8;12
274505816,
274509398,
274510439,0;1
274511205,0;1;5;12
274518451,
274521217,0;1;5;16;18
274521891,0;1;2;5;8;10;12
274522179,0;4;8;14
274526662,
274528493,
274534300,
274543406,
274548389,0;1;2;4
27455190,
274566821,
27456779,0;11;18
27456990,
274570835,0;1;5;8;12
274576661,0;1;5;12
274577675,
274580084,0;1;2;5;8;10;12
274580733,
274583040,
274583545,
274583802,0;1
274594551,0;1
27459949,
274600816,0;1;5;12
274605773,
274606291,
274607538,0;1
274612961,
274614244,
274619267,0;1;18
274619991,0;1;3;8
274623730,0;1;5;12
274623808,0;1;5
274624063,
274629356,0;1;5
274643018,
274652742,
274654729,
274655125,
274659040,
274670480,0;1;5;12
274678840,
274679467,
274679904,
274683772,
274691472,
274704076,
274705639,0;1;5;12
274715051,0;18
274718282,
274724610,0;1;8;10
274725363,
274726501,
274730717,0;20
274742053,
274744822,0;9;18
274756127,
274756570,
274759697,0;1;5;12
274762132,0;1;18
274770180,
274777223,0;1;5
274784249,0;1;2;4;5;9;12
274789944,
274790874,
274792997,0;1
274794912,0;1
274798240,
274803509,0;1
274806950,0;1
274807568,
274809901,0;1;5;12
274813192,
274823339,
274828594,0;1;3;8;10
27483682,0;1;5;11;16;18
274842051,
274849453,0;1;5;8;10;12
274854304,
274860695,
274860979,0;1;5;12
27486750,
274876437,
274883157,
274883799,
274889418,0;1;2;5;8;10;12
274891830,
27490385,0;1;5;8;12
274906026,0;1
274906510,0;1;2;5;8
274924288,
27493214,0;22
274933113,
274947604,
274950794,
274953005,
274959671,0;1;5;8;12
27496113,
274965068,0;1;2;3;5;8;10;12;14
274966665,
274970910,0;1;2;3;5;8;10;12
274982065,
274982106,0;22
274982451,
274986416,
27499632,0;1
275006271,
275009873,
27501362,
275014893,0;1;2;3;4;6;7;8;9;13;14
275017138,
275018164,
275018988,
275028055,
27503515,
275039522,0;1
275040407,0;1;2
275051234,0;1
275053017,
275065795,
27506831,
27506879,0;16;18
275077865,
275086524,
275090409,0;1;2;4;5;8;9;12;18;22
275105387,
275109515,
275112998,0;1
275116508,0;1
275116657,0;1;5;12
275121570,0;1;2;4;5;12
275135618,
275137503,0;1
275149288,0;1;3
275150066,0;1
275153575,
275154045,
275165844,
275170820,0;1
27517238,
275173602,
27517880,0;3
275179202,
275179316,
275188997,0;1
275190828,
275200707,0;1;5
275207185,0;1
275207556,
275209068,0;1
275209802,
275211287,
275213504,0;1
275225016,0;1
275230312,0;21
275240171,0;1
275240604,
275241823,0;1
275246854,0;22
275247692,0;3;4
27524940,0;1
275250847,
275251143,0;1;5;8;10;12
275258187,
275261439,
275265418,0;1
275265442,
275273903,0;1
275276508,0;1;5;12
275278437,0;8;10
275281168,
275289037,
275289652,0;1;2;3;4;5;6;8;9;10;11;18;19
275295290,
275295409,
275301392,0;1;5
275302176,
275302318,
275303139,0;1;2;4
275303177,
275305441,
275314542,0;1;18
275318680,
275327852,
275328271,0;1
275339799,
275341830,
275355730,
27535581,
275359409,
275363797,0;1;16
275364591,0;1;12
27536741,
275367489,
27536782,
275368589,
275368891,
275369703,
275384927,
275385407,0;1
275386149,
275395626,
275396539,
275409304,
27541356,
275417103,
275418848,
275420281,
275425706,0;18
275435881,0;1;2;4;5;8;12
27544084,0;1;8;18
275441506,
275441769,
275444659,
275446634,0;1
275446759,
275448875,0;22
275451148,0;1;4;5
275454844,
275462002,0;1;5;12
275463547,0;1;5
275466749,
275473692,0;1
275475341,
27547683,
275482949,
275483073,0;1;2;3;4;6;8;9
275483413,
275499317,
275511945,
275512248,0;1;4;5
275514789,
275519593,
275523356,0;1
275526037,
275539088,
275544667,0;1;2;3;4;18
275546684,
275549659,
275551517,
275557230,0;1;22
275564964,
275566661,0;1;5
27556881,
275571409,0;1;5;12;16
275574234,
275582438,0;1
27558490,
275592920,0;1
275593320,0;1;12
275603496,0;1;16;18
275607962,
27561182,
275617139,
275621117,
275621790,
275622452,
275623982,0;1
275624109,
275627104,0;1;2
275631662,
275633993,0;22
275637036,0;1
275640637,
275648280,
275648658,0;1
275649488,
275652815,
275663999,
275664603,0;1
275665311,
275667955,
275668555,0;1;2;3;5;8;13
275668863,
275670459,
275670671,0;1
275673166,0;17
275673607,
275673985,0;1
275674672,
275687069,
275698104,
275698532,0;1;5
275704514,0;1
275706278,
275715867,0;1;2;3;4;5;6;7;8;9;10;11;13;14;16;17;18;19
275721921,
275723056,
275735655,
275745036,
275745557,
275748051,
275775513,0;1
275777796,0;1;5
275777929,
275780257,
275781827,0;1;5;12
275787553,
275799472,
275800656,
27581445,0;1;5;12
27582212,
275828233,0;1
275828265,0;1;5
275828387,
275830713,0;1
275833316,
275847749,
275852026,0;1;5
275858266,0;1
275869781,
275875492,
275878932,0;3;4;8;14;16;18
275879125,
275879551,
275885905,
275887063,
275887123,0;1;2;3;4;6;7;8;9;13
275888025,
275888780,
275902504,0;1;2;18
275911273,
275913780,
27592236,0;1
275930187,0;16;18
27593374,
275934895,
275938668,0;1;22
275938994,
275946304,
275952524,
275958901,
275973735,
275977123,
27597716,
27598266,0;1;5
275982825,
275983544,
27598582,0;1;2;3;4;5;6;8;9;18;19
275989861,
275996269,
276001380,
276002787,
276035291,8
27603855,
276041919,
276043164,0;1
276045098,
276045555,
276050893,0;1;2;5;8;12
276055297,0;1
276058775,0;1
276070393,0;1
276071301,0;1
276081348,0;1;2;4
276083727,0;1;2;3;4;6;8;9;16;18
276087904,
276094284,
276097959,
27610280,0;1;4;6;11;18;19
27610471,0;1
276106447,
276111446,
276113296,
276117296,0;1
276124893,
276130942,
27613215,
276164472,
276197722,0;22
276226387,
276228355,0;21
276233667,
276233954,
276242484,
276245022,0;1;5;12
276248643,0;1
27625069,
276255218,
276258882,
276259969,
276266038,0;1
276269903,
276278809,0;1;4;7
276283353,
276286514,0;1
276288586,
276291900,0;1
276292808,
27630201,
276302877,
276305164,
276310038,
276315159,0;1
276324761,
276328949,
276332624,
276338297,
276341056,
276344937,
276347300,
276347373,0;1;4;5
276352929,0;1
27635326,0;1;2;3;4;7;8;9;14
27635604,
276358923,
276365134,0;1
276370011,0;1
276373048,0;1
276376294,0;1;5;8;10;12;22
276378303,
276379866,0;1
276380269,
276383905,0;1;3;8
27638439,0;1
276389002,0;1
27638965,
276389929,0;1
276391379,
27639399,0;1
276395892,
276400695,
276403161,
276413198,0;1;5;12
276419941,
276420356,
276421102,
276423311,0;1;22
276429110,
276431649,
27643256,
276437710,0;1;5
276457161,0;7
276459453,
276472177,
276476260,0;1;2;3;4;16;18
276481679,
276485562,
276489588,
276489918,0;1;2
276495434,0;1;5;12
276501902,0;1
276513030,
276513393,0;1
27651797,0;1;4
276519293,
276521304,0;1
276524031,0;1
276525837,
276526337,
27652663,0;1;18
27653155,0;1
276531998,0;1
276536711,
276538254,
276546393,
276547040,
276547332,
276547371,0;22
276551402,0;1
276556163,
276561982,
276565544,0;1
276577886,0;1;5;12
27658366,
276583691,0;1;5;12
276586862,
276592476,
276593035,0;1
276595826,
276601155,0;1;5
276604470,
276609853,0;1;8
276610040,
276627760,
276650541,0;1;5;12
276651069,0;1;5;12
276652646,0;1;4
276653462,
276656261,
276658369,0;1;5;12
276659309,
276659440,0;1;4;5
276659522,
276662509,0;1;5;12
276664834,0;1;5;12
276667228,
276672858,
27667591,0;1;2;5;8;12
276685105,
276686923,0;1
276690628,0;18
276690798,0;1;5
276691558,
276693311,0;1;5;12
27670679,
276719685,
276724188,0;1
276724590,
276736420,
276740393,
276744449,0;1
276744755,0;1;5;12
276748812,
276757306,
276759860,
276759907,0;1;2;3;4;6;7;8;9;13;14
276762512,
276772398,
276775566,0;1;3;5;12
276778788,0;1;2;5
276782173,
276782821,22
276783092,0;1;5
276786771,
276787828,
276796587,0;1
276805530,
276805823,
276806653,0;4;6;18;19
276807659,
276816292,
27682555,
276829261,
276831465,
276834405,
276837441,
27684109,
276853656,
276858732,
276866599,0;1
276875212,0;1;8;10
276875996,
276882938,
276887229,0;1
276890202,
276890260,0;1;5;12
276891701,0;1;5;12
276892713,
276896587,
276896997,
276899496,
276899746,
276900656,0;1
276902667,0;1;5;12
27691225,
276915528,
276917534,
276917982,
276919735,
27692047,0;3;8
276928418,
276932783,0;1
27694381,
276945251,
27694625,0;1;5;12
276948171,0;1
276952117,0;1;5;12
276956908,0;1
276962437,0;1;2;4;5;12
276962849,
276964034,
27697347,0;1
276974750,0;22
276975656,0;1
276976985,
276985791,
276991623,0;1;5;12
27699425,0;5;16;18
276995891,
277000668,
277000837,
277000980,
277002518,
277004849,0;1;5
277008778,
277013228,0;1;4;8
277014076,
277016227,
277024402,
277025497,0;1;5;8;12;22
277029663,0;1
277031285,0;1;5;12
277033393,0;10
277043401,
277046778,
277048889,
277049723,0;1
277049758,
27706060,
277065759,0;20
277070427,0;1
277073804,0;1;5;12
277080695,
277083015,
277086355,
277090000,
277092954,
27709421,0;21
277094685,
277097586,
277103745,
277104576,
277105297,
277108006,
277110280,0;21
277111953,
277117095,0;1;5;12
277122157,
277124489,
277125035,
277131147,0;1;5;12
277134023,
277134708,
277144316,
277145610,0;1;5;16;18
277146485,0;1;2;3;4;8;9;10;14
277150110,
277157259,0;1;5;8;10
277159205,
277162396,0;1
277180293,0;21
27718665,0;1
277198678,0;1;5;12
277201078,0;1;2;5;12
277206913,
277213961,0;1
277228957,
277230292,0;1;4
277237116,
277238353,
277241442,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;18;19
27724416,0;1;2;4;5;7;8;12
277247581,
277254441,
277257267,
277259224,
27728858,
277291341,0;1;5
277298187,
27730028,
277303488,0;1;2;3;4;5;7;8;9
277304011,0;1
277313785,0;1;5;12
277314860,
277323342,0;20
277327066,
277327487,
277327758,0;1;4
277328495,
277333533,
277336515,
277344051,0;1
277344772,0;1;2;4;5;6;9;11;18;19
277358179,
277359790,0;1;5;12
277361407,0;1
27736268,0;1
277363853,0;1;2;4;5
277368517,0;1
277368525,0;1;5;10;12
277375704,
277379142,
277388376,
27740809,
27740996,
277428470,
27743326,0;1;8;10
277433492,8
277439619,0;1
277439625,0;1
277440594,
277443847,0;1;3;4;8;9
277444034,
277445522,
277451120,
277451718,0;1;2;5;12
277452167,
277458327,
277459783,0;1;5;12
277462021,
277463474,0;1;2;3;4;6;7;9;13
277469715,
27747139,
277473634,0;1;5;12
277473641,
277479081,
277480687,0;1
27748489,
27748987,
277490547,
277490622,
277500459,
277508809,0;1;2;3;4;5;7;8;9;14;16;18;22
277508923,0;1
277514084,0;1;5;12
277518643,
277519144,0;18;19
277519850,
277522096,
277544315,0;1
277545585,0;1
27754761,
277552267,
277558020,
277561799,0;1;2;3;4;6;7;8;9;13;14
277564933,
277567849,
277570036,
277572086,
277577580,
277583564,
277587486,0;16;18
277588857,
277594106,
277594698,
277594850,0;1;5
277594963,
277595211,
277596019,
277598184,
277602521,
277603339,0;1
27760628,0;1;5;12
277611606,0;1
277612734,
277613627,
277618830,0;1
277618842,
277623036,
277624608,
277630396,0;1
27763115,0;1;22
277631636,
277635297,0;5;16;18;19
277635414,
277635783,
277638714,0;1;5;12
277643383,
277644721,
277646053,0;1;5
277651517,
277656236,0;1
277662776,
277667028,0;1;5;8;12
277673734,0;1
277678321,
277679073,
277680986,0;1;5;20
277681136,0;1;5;12
277686166,0;1;2;5;12
277695500,
277698891,
277705021,0;1;5;12
27770924,
277723476,
27772424,0;1;2;4
277728355,
277732041,
277734519,0;1
277740599,
277748193,0;1
277752037,0;1;5
277752219,0;1
27775225,
277757420,0;1
277757617,0;1;2;5;8;12
277762426,0;1;2;5;12;16;18
277763649,
277770046,
277771479,0;1;4
277778573,
27777966,0;1
277780280,
277792979,0;1;5;12
277794299,0;1
277795571,0;1;2;5;8;12
277803976,
27781117,
277814809,
277816887,
277823218,
277828548,0;1
277828997,
277832242,
277832664,
277835181,0;1
277835496,
277838949,
277842269,
277844599,
277853988,
277856839,
277857698,
277881382,
277883668,
277884188,
277888437,
277889778,0;1;3;5;8;10;12
277898664,0;1
277899012,0;1;2;4;5;11;12
277901576,
277907705,0;1;4;5;7
277912112,
277915392,
277918570,
277921516,
277921839,0;1;5;12
277923352,
277925073,0;1;18
277928398,0;1;5
277933854,
277935224,
277935493,0;1
277937850,
277948270,
277950541,
277955827,
277960101,
277962223,
277962296,
277977895,0;1;8;10
277981581,0;21
277982544,0;1
277992045,
277992259,0;1;2;3;4;6;8;9
277993492,
277996643,
277997638,
277997712,
278000703,0;1
278011961,
27801965,0;1;5;12
278021211,0;1;2;5;12
278022346,
278025700,0;1;5;8;10;12
278031944,0;1;5;12
278032854,
27803614,
278036582,0;1;2;5;8
278038194,
278043520,
27804507,0;1
278050429,
278050559,
278066321,0;5;16;18
278073858,0;1
278074188,0;1
278083356,0;1;2;4;6;7
278087085,
27808919,
278098966,0;1;5;12
278099437,0;1
278109036,0;1;5;12
278109296,
278109471,
278112919,0;1;5;8;10
278114653,0;1;5;12
278114965,
278128488,0;22
278130053,0;1
278132342,0;18
278143578,0;1;2;3;4;5;6;7;8;9;10;14
278145877,
278147470,0;1;5;12
278148508,0;1;2;3;4;5;6;7;8;9;11;13;14;16;17;18;19
278150025,
278151916,0;1;5;12
278159203,
278159624,
278160485,
278163140,
278165985,
278176638,
278176826,
278177055,
278182981,0;1
278188777,0;1;2;3;4;6;7;8;9;13;14;16;18
278189980,
278191118,0;21
278191516,0;1;5;12
278194584,0;1;5;12
278201751,
278201916,
278204156,
278205700,0;1;5;12
278206868,0;1;4
278207034,0;1;2;4;5;7;8;9;12
278210436,
27821256,0;1
278237151,
278237623,
278238625,
278243594,
27825131,0;1;5;10;12
278260721,0;1;5;12
278261450,0;1;5;12
278264385,0;21
278270417,
278270613,
278280183,0;1;5;11;12;16;18
278280822,
278282403,0;8
278290210,
278291857,
278294896,0;1;4;5
278295199,0;8;10
278297441,0;1
278301388,
278303764,
278315757,
278325446,0;22
278326203,0;1
278327522,
278331317,0;1
278333380,
27833542,
278338221,
278341570,0;1;8;9;10;16
278341931,
278341983,
278342894,0;1
278349579,
278351984,
278352082,0;1;5;8;12
278353535,0;1
278362966,
278365785,0;1
278366466,0;1
27837226,0;1
278374254,
278378776,
278381458,0;1
278383619,0;1;2;3;4
278385763,0;1;5
278391415,
278395001,0;1
278396092,0;1
278397159,
278397769,0;18
278403922,0;1;5;12
278404219,
278405765,0;1;2;3;4;5;6;8;9;10;11;12;14;18;19
278410474,0;1;2;5
27841412,
278416723,0;16;18
278416878,
278419711,
27842320,0;1;5;12
278431294,0;1;4;5;7
278436010,
278436798,
278441800,
278448194,0;1
278452901,
278453613,
278460726,
278465195,
278469754,0;18
278470163,
278471944,
278479886,
278483923,0;1;5;12
278488430,0;1
278490262,0;1
278492915,
278501999,0;1;5;12
278505196,
278509976,
278516848,
278517812,
27852427,0;1;5;8;12
278524559,
278525072,
278527821,
278530262,0;1;3;4;8;9
278532689,1
278548698,0;1
278549602,0;1;2;4;5;8
278551382,0;1;5;12
278552814,0;1;2;5
278560996,0;1;5;12
27856154,
278568416,0;1;2;5
278570925,0;1;5;12
278573042,
278574653,
278576598,
278581322,0;1
278585305,0;1;5;12
278586993,
278591751,
278594530,
278601911,
278608227,0;1;5;12
278608290,
278619652,0;1
278621913,
278632907,0;1;2;5;12;18
27863332,0;1
27863424,
278648392,
278660893,
278664697,0;1;4;6;8;11;18;19
278668879,
278672926,0;1;2;4;5;6;7;8;9;11;12;17;18
278681145,0;1;2
278681886,
278690573,
278695766,0;1;5;12
278696331,
278698295,0;1
278705822,0;1;2;5;8;12
278706169,
278706240,
278715236,
278727317,0;1
278729309,0;1;4;6;11;18;19
27873154,
278736619,
278743422,
278760312,
278773470,
278776041,0;1
278783071,
278787352,
278789509,0;1
278790367,0;1
278796498,0;1;5
278798835,
278801119,
278807920,0;1
278816587,
278818025,
278818924,0;1
278823519,
278825811,
278845244,
278848651,0;1;8;10;14
278871234,0;1
278871581,
278873393,
278876472,0;8
278889833,
278894084,
278898669,
278899229,
278905714,
27891263,
278915828,
278917593,
278920020,
278923304,
278923345,
27892415,
278937349,0;1;5
278947267,
278954150,
278955450,
278955634,0;1
278961250,
278961983,
278963722,
27896644,0;1
278969664,0;1
278972688,
278978803,0;1
278984829,
278985984,
278989340,0;1
278992403,0;1;4;5;12
278999205,
279002037,
279003609,0;1
27900377,0;1;5;12
279006066,
279017006,
279030574,0;1;3;4;5;8;10;12
279037666,
279040528,0;1
279043394,
279043553,0;1
279046543,0;1;2;3;4;5;8;10;12
279047711,0;1;5;8;12
279048396,0;1
279070490,
279070941,
279071857,0;1
279074206,
279084042,0;1;5;12
279084942,0;1;5
279085362,
279085559,
279103073,
279104299,0;21
279121611,0;1
279123532,
279126427,
279130388,
279135467,
279146384,0;1;2;3;4;5;7;8;9;10;12;13;14;18
279147648,
279154449,0;16;18
279156917,
279157097,0;1;5;12
279159270,
279162401,
279173312,0;1;5;12
279177044,
27919199,
279194645,
279195096,0;1;5
27919509,
27919541,
279195781,
279202232,0;1
279211494,0;1
279212924,
279217600,
279218281,0;1;5;12
279221499,
279226002,0;1;5;12
27922774,0;1
279232042,0;1;2;3;4;6;8;9;14
27925118,0;1;3;8;10
279251613,0;1;5;8;9;10;11;12;16;18
279254612,
279256573,
279259089,
279259753,
279268043,
279268131,
279268617,
27926947,0;1;5
279272885,0;16
279273837,0;1;2
279274606,0;1
279275084,0;1;3
279277397,
279284510,
279286870,0;1
27928794,
279295584,
279299568,0;1;5;8;12
279304397,0;1;2;5
279306559,0;22
27930680,
279312099,
279322603,
279330164,
279333058,
279333568,0;22
279340565,
279341851,0;1;5;12
279345597,
279353029,0;1;3
279353242,
279355074,
279356752,
279358470,
279360761,
279363535,
279374233,
279374261,
279374574,
279382093,0;1
279385312,0;1;5;12
27938868,0;1;5;8;10;12
279390669,
279390706,
27939240,0;1;6;11;19
279397214,
27940031,0;1
27940524,0;1
279406321,
279407533,0;1;5;12
279408589,
279410746,
279418226,
279427898,0;1;2;4;5;9;12
279432323,
279434429,0;1;2;4;5;6;7;8;9;11;12;18;19
279443195,0;1
279446337,
279451701,
279453998,
279475951,0;1
27947921,
279485791,0;1;8;10;18
279493440,0;1;3;5;10;12
279497297,0;1;5;12
279500159,
279500950,0;1;2;5;8;10;12
279503816,0;1;5;12
279507991,
279515842,0;1;2;5;8;12
279527720,0;1;3;5;10;12
279533641,0;1;3;5;8;10
279535188,0;1
279540814,
279542504,
27954788,
279549829,
279551244,
279561826,
279562522,0;1
279563396,
279566930,0;1;22
279575761,
279576934,
279579266,
279580021,
279580365,
279582434,
279588281,
279589847,
279600098,
279607082,
279615476,0;1
279617161,
279618334,
279622751,
279633325,
279636240,0;1
279644919,
279648943,0;1;3;16
279651563,
279657421,
279657997,
279661371,
279672391,
279675509,
279678066,
279679540,
279681442,0;1;5;8;10;12
279683592,
279684566,0;1
279685206,0;16
279703251,
279711920,
279713065,0;1;2;5;12
279714455,
27971973,
279721006,
279724333,0;1;2;4;6;7
279728161,0;1;2;3;5;8;12
279730608,0;18
279731222,0;1
279741114,0;21
279744854,0;1;2;5;12
279754090,
279758438,
279767933,
279770021,
279773865,0;1
279776435,
279780421,
279788794,
279791707,0;1
279792142,0;1;5;12
279804979,
279806392,0;1;18
279814039,
279816272,
279817013,
279822514,
279826010,
279826015,0;1;2;5
279828709,
279828926,0;1;5;12
27982991,
279834434,
279838290,0;1
279852608,
27985422,
279855418,0;1
279856110,
279860209,
279866926,
279868713,0;1
279872198,
279872778,0;1;3;5;8;10;12;14
279874318,
